0 2538 854 1123 985 503 3888 6728 80194 77438 85876 74995 73354 73869 73996 73599 73399 72623 78045 79884 76448 74725 72590 73352 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7779 0 1578 1264 747 483 578 563 3323 1016 1340 1147 1883 1277 1122 1062 1401 1508 3958 3953 3756 2826 1653 1325 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1250 525 0 5675 2985 509 572 426 8093 1139 1455 1301 1257 1383 1065 1043 1427 1635 4025 5535 3461 1590 1485 1313 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1301 5869 543 0 3868 1777 598 1180 6820 2857 3464 3054 4640 3400 2573 2791 3302 3430 6068 6556 6111 3761 3305 3624 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1606 556 6819 5193 0 2410 2273 1434 5657 2757 2846 3124 3103 5387 3121 2307 3289 3226 5647 9260 6045 4526 2823 3244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1112 505 550 593 6463 0 2880 378 8461 4774 5213 5232 4852 4228 4042 4975 9455 5999 8329 8329 7334 4979 4719 5073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2328 609 1207 503 926 5399 0 1431 6917 2193 2379 2368 1941 1894 1881 1743 2683 3952 5025 5168 4585 2797 2347 2067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2404 81 184 72 954 224 4945 0 309944 238104 230442 230375 210192 226631 214094 206749 214313 219200 222067 227144 225928 250390 216956 232159 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
126285 8636 12537 14085 12035 19182 16314 567662 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 742 598 609 566 652 612 512 740 709 570 725 634 638 699 667 745 687 781 599 591 697 656 709 761 704 661 559 724 685 710 670 641 650 786 569 664 562 738 706 641
110402 2647 3114 6466 6443 10462 4889 360414 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 776 659 612 623 660 618 560 755 655 744 676 760 552 706 660 684 611 781 563 657 655 675 601 722 716 705 625 590 750 701 718 583 753 793 629 602 628 682 627 579
147495 6607 6958 10773 9926 14673 8515 415536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 694 736 579 651 763 622 564 600 660 652 666 759 619 701 640 670 624 598 641 675 624 667 558 703 705 654 611 612 633 713 588 642 669 656 637 722 642 715 682 612
108151 5320 5958 8902 9333 12854 6547 297483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 718 532 560 667 782 630 720 519 611 654 644 766 593 812 710 650 560 468 601 737 680 710 617 589 743 643 529 592 583 704 572 561 761 760 744 684 673 740 746 576
104346 4633 5688 7752 7994 11916 6648 250798 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 705 597 634 741 689 579 816 706 691 622 647 696 592 713 749 716 570 553 555 656 672 751 688 665 628 694 556 548 674 621 585 719 698 631 614 618 611 641 781 542
102486 4525 3859 7323 6960 10568 6264 273109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 704 684 726 669 661 633 767 557 765 700 635 652 577 651 754 648 588 490 622 685 710 662 582 730 678 604 571 499 715 601 520 652 670 719 672 693 526 724 752 666
101095 2984 3274 6074 6649 9297 5088 248266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 637 631 710 686 699 633 670 575 577 639 716 731 725 484 733 581 597 537 674 649 718 848 589 695 681 663 628 604 622 691 520 588 575 615 771 752 679 682 679 681
100909 2887 3151 6372 5735 10012 4501 242636 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 639 636 580 702 688 662 752 628 631 694 617 623 739 587 714 546 640 631 628 649 861 772 666 559 536 576 686 601 645 656 621 692 574 538 666 690 717 754 665 627
107251 6356 6744 9865 8684 13903 7691 255009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 609 732 601 692 550 698 762 649 659 648 554 686 640 549 722 643 836 569 750 599 814 631 658 582 618 611 765 627 581 627 607 709 528 621 609 568 621 730 641 722
102619 3942 4335 7355 7151 9813 5438 257435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 733 722 677 679 546 680 751 638 706 631 602 652 684 615 663 655 679 664 772 530 731 540 604 560 661 630 717 651 667 613 693 807 540 513 729 639 629 641 581 701
112114 12020 12504 17012 14156 20062 14282 258848 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 597 704 766 759 575 736 738 702 652 643 591 569 724 640 603 578 664 731 663 671 817 532 730 576 597 640 698 653 642 571 715 660 564 522 697 645 665 597 511 759
118041 12109 12624 18117 17963 20936 15182 266929 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 592 731 783 708 623 683 665 809 694 732 674 553 654 673 588 633 681 738 673 672 777 629 695 561 642 639 690 710 661 663 690 696 592 518 651 656 770 550 544 665
112166 10722 11239 13133 13057 16623 10163 260407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 640 649 749 587 634 669 671 801 590 718 740 595 673 649 670 681 749 848 632 695 735 556 770 695 673 639 643 758 595 590 735 599 609 624 602 608 755 477 531 659
107053 3856 5074 8863 10193 11342 5860 307950 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 623 673 761 597 633 639 620 726 679 658 595 575 742 786 578 657 768 800 673 592 655 596 643 680 699 782 689 753 652 627 754 662 689 710 583 508 772 502 510 640
104293 5574 5652 9733 8350 12604 7475 250290 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 596 641 682 551 602 555 576 672 656 690 627 696 703 700 603 655 652 761 732 652 732 655 698 640 552 688 643 744 669 609 808 618 774 643 608 725 714 604 646 672
106710 5213 5590 9543 9536 12631 6934 275398 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 752 582 668 580 714 723 492 559 574 637 742 709 605 737 561 662 646 805 623 674 839 591 668 680 579 621 588 720 610 737 773 620 764 752 575 714 685 659 716 676
90 0 0 0 0 0 0 0 359 314 340 370 307 357 224 225 290 366 255 250 285 251 267 364 0 72 54 36 117 72 108 9 72 54 18 72 63 9 36 72 9 27 45 63 45 9 0 54 72 45 54 45 36 63 54 99 45 45 9 18 45 18 45 126
135 0 0 0 0 0 0 0 235 289 427 206 309 274 280 242 341 292 318 302 248 332 254 267 45 0 144 81 72 144 36 36 63 63 45 36 9 0 0 36 36 81 81 18 18 9 0 36 27 27 81 18 9 36 0 72 18 9 36 18 27 18 27 9
90 0 0 0 0 0 0 0 227 237 291 266 311 361 290 261 274 300 279 327 305 389 298 269 36 72 0 99 45 45 45 36 36 36 54 117 72 81 63 27 45 9 81 0 27 9 9 126 72 27 72 36 0 36 9 27 9 27 81 9 36 108 18 9
72 0 0 0 0 0 0 0 299 283 279 288 302 264 270 290 326 306 372 306 230 302 178 248 81 72 72 0 72 18 63 18 36 27 9 27 0 81 27 9 72 144 18 0 99 45 0 135 9 18 18 0 27 81 9 9 0 0 45 27 27 45 18 45
135 0 0 0 0 0 0 0 301 275 357 337 262 304 337 290 214 263 220 305 305 296 238 346 36 27 27 90 0 36 63 81 90 99 54 54 0 99 0 0 54 18 90 9 27 9 27 36 18 0 9 27 18 36 27 9 9 36 45 18 81 63 9 81
135 0 0 0 0 0 0 0 220 326 272 287 217 309 299 238 381 292 361 295 272 244 190 321 9 36 27 27 54 0 90 0 45 27 72 45 63 63 108 18 81 18 9 45 63 54 36 9 9 36 27 63 45 54 18 36 36 18 0 36 0 27 54 0
63 0 0 0 0 0 0 0 221 230 250 367 345 315 263 298 304 343 318 252 284 300 324 203 108 108 36 126 54 36 0 18 72 99 27 54 45 81 27 63 27 72 36 27 54 9 0 63 27 36 0 9 0 18 9 54 9 9 72 9 45 99 18 36
108 0 0 0 0 0 0 0 374 361 238 211 332 237 264 266 266 269 339 388 318 318 284 206 9 36 18 81 54 0 72 0 90 117 27 18 45 9 36 27 18 54 54 36 27 27 81 72 27 36 63 54 27 18 18 36 0 27 72 18 9 126 63 36
72 0 0 0 0 0 0 0 325 241 314 274 296 404 237 300 222 354 310 299 213 298 290 226 90 27 90 36 108 18 45 90 0 72 9 54 0 36 0 27 45 108 36 54 27 27 27 45 9 9 36 27 54 27 45 45 36 27 81 27 9 18 45 63
81 0 0 0 0 0 0 0 274 324 269 319 348 310 233 355 236 271 268 346 316 283 303 234 108 63 36 63 162 63 72 54 54 0 108 72 9 27 27 9 99 108 63 9 63 0 45 45 36 54 9 9 27 0 18 18 18 0 54 0 0 54 9 27
108 0 0 0 0 0 0 0 327 285 237 268 292 342 298 275 260 268 222 311 342 212 330 333 9 45 72 0 9 45 9 54 27 90 0 54 72 81 36 27 36 45 63 36 36 72 135 0 45 36 63 45 54 18 27 63 81 45 9 18 18 9 54 0
90 0 0 0 0 0 0 0 283 379 318 334 277 273 293 307 235 296 238 254 289 261 384 280 18 27 54 54 27 81 27 27 63 54 63 0 135 18 18 45 108 36 63 36 36 81 18 45 9 90 9 18 27 18 18 72 54 18 9 63 18 27 72 36
144 0 0 0 0 0 0 0 265 260 261 227 263 246 415 306 276 325 336 205 295 341 331 285 18 9 36 0 27 54 27 54 0 18 45 45 0 45 0 63 0 18 0 90 27 72 63 9 63 108 36 45 81 36 36 45 72 72 36 9 108 9 9 18
90 0 0 0 0 0 0 0 274 271 281 350 319 278 254 288 236 274 270 311 347 441 285 255 0 27 36 45 45 90 108 9 36 36 99 36 63 0 81 72 27 18 108 18 18 117 9 45 9 36 27 0 54 54 27 36 36 45 63 45 63 27 36 18
90 0 0 0 0 0 0 0 316 274 268 326 316 329 314 305 280 275 297 250 342 303 280 283 45 9 27 9 9 81 27 36 36 0 54 18 0 18 0 144 45 27 45 90 27 72 27 63 45 54 81 63 90 72 18 45 0 27 72 18 27 27 54 36
144 0 0 0 0 0 0 0 298 230 278 274 363 252 251 270 322 352 263 298 307 300 295 282 36 18 27 27 9 45 18 18 9 27 18 9 36 27 81 0 18 18 0 45 36 45 63 18 45 27 45 135 45 27 117 27 54 99 45 54 27 27 27 72
