0,45,13,24,43,35,42,8,4,15,46,32,38,22,40
1,36,25,10,33,49,6,9,18,47,48,28,26,27,34
2,19,30,16,37,29,41,5,7,14,39,31,44,23,20
3,34,40,27,21,22,20,17,18,14,12,48,11,15,39
4,46,43,35,15,13,17,26,42,40,45,22,24,32,27
5,41,23,31,37,16,14,11,29,21,19,38,39,30,20
6,49,47,28,25,18,12,10,33,34,44,48,36,27,20
7,44,29,39,30,14,16,12,20,41,28,37,31,21,34
8,42,32,38,24,15,13,11,35,22,45,23,43,46,40
9,48,33,26,18,17,27,10,49,40,34,36,47,46,25
10,36,25,33,49,9,6,1,18,48,47,28,27,34,26
11,38,23,32,31,21,22,5,8,14,15,3,42,41,40
12,44,28,47,20,34,39,18,6,7,3,49,14,29,27
13,43,45,35,24,42,4,8,15,0,46,32,22,38,40
14,29,39,31,41,21,20,16,7,5,3,11,44,12,23
15,42,35,46,22,32,40,17,8,4,13,11,3,43,38
16,37,30,29,41,19,5,14,7,2,39,31,44,23,20
17,40,26,27,46,48,15,9,3,4,22,18,35,34,33
18,49,47,48,33,34,27,6,9,12,3,10,28,17,20
19,37,2,16,30,41,5,29,7,14,31,39,23,21,44
20,39,34,14,12,3,21,44,29,47,27,31,7,22,18
21,31,14,3,11,22,20,40,41,39,23,34,32,5,29
22,40,15,32,3,21,11,42,27,38,46,31,17,20,35
23,5,11,31,38,41,21,32,14,37,22,8,16,29,3
24,45,13,8,42,35,0,43,32,15,38,46,4,22,11
25,10,6,36,49,1,33,47,18,28,9,48,12,34,27
26,17,9,48,46,27,4,40,33,18,15,35,3,34,49
27,48,40,3,34,17,18,33,9,22,26,47,20,46,49
28,12,47,6,44,49,34,18,39,20,7,25,33,27,3
29,14,7,39,16,41,30,44,20,31,37,5,21,19,12
30,16,19,2,29,7,37,41,39,14,44,5,31,20,12
31,21,41,14,5,23,11,29,20,38,22,37,39,16,3
32,38,8,42,11,22,15,35,21,40,23,24,46,31,13
33,48,49,9,18,10,47,27,6,25,34,26,36,17,28
34,3,20,18,27,47,12,48,40,49,39,21,28,33,44
35,46,15,42,43,13,4,24,32,40,8,45,17,22,26
36,1,10,25,33,49,9,6,18,48,47,26,28,27,34
37,16,19,41,5,30,29,31,2,14,23,7,39,21,11
38,11,32,23,8,42,22,31,21,15,5,24,35,40,41
39,44,20,29,14,7,12,21,41,34,28,16,31,3,47
40,17,22,3,27,15,46,34,48,21,32,35,26,20,11
41,5,31,16,14,29,37,23,21,39,19,30,7,11,20
42,8,15,35,32,13,24,46,22,43,38,45,4,11,40
43,13,35,4,45,46,42,24,15,0,8,17,32,40,26
44,12,39,7,28,20,29,47,14,34,6,18,3,16,21
45,0,13,24,43,42,35,8,4,15,32,46,38,22,40
46,4,35,15,17,40,43,26,42,22,13,27,32,3,48
47,18,49,12,6,28,34,33,20,27,48,44,3,39,25
48,27,9,18,33,17,26,34,49,40,47,3,10,46,6
49,18,6,47,33,10,25,48,28,34,12,9,27,36,20
